link_id,trace_id,resource_id,weight_bonus,notes
trl_slime_trail_rune_mucus,slime_trail,rune_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_slime_trail_necrotic_mucus,slime_trail,necrotic_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_slime_trail_fog_tainted_mucus,slime_trail,fog_tainted_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_slime_trail_refined_candidate_mucus,slime_trail,refined_candidate_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_slime_trail_mutated_mucus,slime_trail,mutated_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_acid_scars_acid_gland,acid_scars,acid_gland,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_acid_scars_acidic_slime,acid_scars,acidic_slime,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_poison_stain_venom_sac,poison_stain,venom_sac,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_poison_stain_fresh_venom,poison_stain,fresh_venom,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_poison_stain_dried_venom,poison_stain,dried_venom,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_poison_stain_blackened_venom,poison_stain,blackened_venom,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_poison_stain_crystal_venom,poison_stain,crystal_venom,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_poison_stain_rune_venom,poison_stain,rune_venom,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_poison_stain_necrotic_venom,poison_stain,necrotic_venom,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_poison_stain_fog_tainted_venom,poison_stain,fog_tainted_venom,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_poison_stain_refined_candidate_venom,poison_stain,refined_candidate_venom,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_poison_stain_mutated_venom,poison_stain,mutated_venom,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_spore_cloud_residue_spore_sac,spore_cloud_residue,spore_sac,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_spore_cloud_residue_fresh_spore,spore_cloud_residue,fresh_spore,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_spore_cloud_residue_dried_spore,spore_cloud_residue,dried_spore,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_spore_cloud_residue_blackened_spore,spore_cloud_residue,blackened_spore,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_spore_cloud_residue_crystal_spore,spore_cloud_residue,crystal_spore,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_spore_cloud_residue_rune_spore,spore_cloud_residue,rune_spore,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_spore_cloud_residue_necrotic_spore,spore_cloud_residue,necrotic_spore,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_spore_cloud_residue_fog_tainted_spore,spore_cloud_residue,fog_tainted_spore,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_spore_cloud_residue_refined_candidate_spore,spore_cloud_residue,refined_candidate_spore,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_spore_cloud_residue_mutated_spore,spore_cloud_residue,mutated_spore,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fungal_threads_fungal_mycelium,fungal_threads,fungal_mycelium,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_necrotic_wither_necrotic_bone,necrotic_wither,necrotic_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_necrotic_wither_necrotic_blood,necrotic_wither,necrotic_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_necrotic_wither_necrotic_hide_piece,necrotic_wither,necrotic_hide_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_necrotic_wither_necrotic_bone_piece,necrotic_wither,necrotic_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_necrotic_wither_necrotic_tooth_piece,necrotic_wither,necrotic_tooth_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_necrotic_wither_necrotic_claw_piece,necrotic_wither,necrotic_claw_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_necrotic_wither_necrotic_scale_piece,necrotic_wither,necrotic_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_necrotic_wither_necrotic_chitin_piece,necrotic_wither,necrotic_chitin_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_necrotic_wither_necrotic_organ_piece,necrotic_wither,necrotic_organ_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_necrotic_wither_necrotic_nerve_tissue,necrotic_wither,necrotic_nerve_tissue,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_necrotic_wither_necrotic_eye_lens,necrotic_wither,necrotic_eye_lens,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_necrotic_wither_necrotic_saliva,necrotic_wither,necrotic_saliva,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_necrotic_wither_necrotic_venom,necrotic_wither,necrotic_venom,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_necrotic_wither_necrotic_spore,necrotic_wither,necrotic_spore,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_necrotic_wither_necrotic_mucus,necrotic_wither,necrotic_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_necrotic_wither_necrotic_shell,necrotic_wither,necrotic_shell,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_rune_marks_rune_etched_bone,rune_marks,rune_etched_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_rune_marks_rune_etched_hide,rune_marks,rune_etched_hide,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_rune_marks_rune_blood,rune_marks,rune_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_rune_marks_rune_hide_piece,rune_marks,rune_hide_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_rune_marks_rune_bone_piece,rune_marks,rune_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_rune_marks_rune_tooth_piece,rune_marks,rune_tooth_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_rune_marks_rune_claw_piece,rune_marks,rune_claw_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_rune_marks_rune_scale_piece,rune_marks,rune_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_rune_marks_rune_chitin_piece,rune_marks,rune_chitin_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_rune_marks_rune_organ_piece,rune_marks,rune_organ_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_rune_marks_rune_nerve_tissue,rune_marks,rune_nerve_tissue,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_rune_marks_rune_eye_lens,rune_marks,rune_eye_lens,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_rune_marks_rune_saliva,rune_marks,rune_saliva,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_rune_marks_rune_venom,rune_marks,rune_venom,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_rune_marks_rune_spore,rune_marks,rune_spore,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_rune_marks_rune_mucus,rune_marks,rune_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_rune_marks_rune_shell,rune_marks,rune_shell,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fog_residue_fog_condensate,fog_residue,fog_condensate,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_blackstone_shards_blackstone_crystal,blackstone_shards,blackstone_crystal,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_blackstone_shards_totem_fragment,blackstone_shards,totem_fragment,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_core_resonance_mark_core_shard,core_resonance_mark,core_shard,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_core_resonance_mark_guardian_core,core_resonance_mark,guardian_core,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_core_resonance_mark_golem_core_chip,core_resonance_mark,golem_core_chip,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_core_resonance_mark_elemental_core,core_resonance_mark,elemental_core,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_core_resonance_mark_ooze_core_sample,core_resonance_mark,ooze_core_sample,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_blood_spatter_blood_sample,fresh_blood_spatter,blood_sample,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_blood_spatter_fiendish_blood,fresh_blood_spatter,fiendish_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_blood_spatter_fresh_blood,fresh_blood_spatter,fresh_blood,35,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_blood_spatter_dried_blood,fresh_blood_spatter,dried_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_blood_spatter_blackened_blood,fresh_blood_spatter,blackened_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_blood_spatter_crystal_blood,fresh_blood_spatter,crystal_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_blood_spatter_rune_blood,fresh_blood_spatter,rune_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_blood_spatter_necrotic_blood,fresh_blood_spatter,necrotic_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_blood_spatter_fog_tainted_blood,fresh_blood_spatter,fog_tainted_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_blood_spatter_refined_candidate_blood,fresh_blood_spatter,refined_candidate_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_blood_spatter_mutated_blood,fresh_blood_spatter,mutated_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_blood_spatter_dragon_blood,fresh_blood_spatter,dragon_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_broken_bone_bone,fresh_broken_bone,bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_broken_bone_bone_dust,fresh_broken_bone,bone_dust,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_broken_bone_rib_bone,fresh_broken_bone,rib_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_broken_bone_spine_bone,fresh_broken_bone,spine_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_broken_bone_necrotic_bone,fresh_broken_bone,necrotic_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_broken_bone_rune_etched_bone,fresh_broken_bone,rune_etched_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_broken_bone_fresh_bone_piece,fresh_broken_bone,fresh_bone_piece,35,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_broken_bone_dried_bone_piece,fresh_broken_bone,dried_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_broken_bone_blackened_bone_piece,fresh_broken_bone,blackened_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_broken_bone_crystal_bone_piece,fresh_broken_bone,crystal_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_broken_bone_rune_bone_piece,fresh_broken_bone,rune_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_broken_bone_necrotic_bone_piece,fresh_broken_bone,necrotic_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_broken_bone_fog_tainted_bone_piece,fresh_broken_bone,fog_tainted_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_broken_bone_refined_candidate_bone_piece,fresh_broken_bone,refined_candidate_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_broken_bone_mutated_bone_piece,fresh_broken_bone,mutated_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_broken_bone_sanctified_bone,fresh_broken_bone,sanctified_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_broken_bone_giant_bone,fresh_broken_bone,giant_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_scale_shed_scale,fresh_scale_shed,scale,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_scale_shed_dragon_scale,fresh_scale_shed,dragon_scale,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_scale_shed_fresh_scale_piece,fresh_scale_shed,fresh_scale_piece,35,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_scale_shed_dried_scale_piece,fresh_scale_shed,dried_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_scale_shed_blackened_scale_piece,fresh_scale_shed,blackened_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_scale_shed_crystal_scale_piece,fresh_scale_shed,crystal_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_scale_shed_rune_scale_piece,fresh_scale_shed,rune_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_scale_shed_necrotic_scale_piece,fresh_scale_shed,necrotic_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_scale_shed_fog_tainted_scale_piece,fresh_scale_shed,fog_tainted_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_scale_shed_refined_candidate_scale_piece,fresh_scale_shed,refined_candidate_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_scale_shed_mutated_scale_piece,fresh_scale_shed,mutated_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_feather_scatter_feather,fresh_feather_scatter,feather,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_hair_clump_fur,fresh_hair_clump,fur,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_hair_clump_quality_pelt,fresh_hair_clump,quality_pelt,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_mucus_patch_slime_sample,fresh_mucus_patch,slime_sample,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_mucus_patch_fresh_mucus,fresh_mucus_patch,fresh_mucus,35,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_mucus_patch_dried_mucus,fresh_mucus_patch,dried_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_mucus_patch_blackened_mucus,fresh_mucus_patch,blackened_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_mucus_patch_crystal_mucus,fresh_mucus_patch,crystal_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_mucus_patch_rune_mucus,fresh_mucus_patch,rune_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_mucus_patch_necrotic_mucus,fresh_mucus_patch,necrotic_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_mucus_patch_fog_tainted_mucus,fresh_mucus_patch,fog_tainted_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_mucus_patch_refined_candidate_mucus,fresh_mucus_patch,refined_candidate_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_fresh_mucus_patch_mutated_mucus,fresh_mucus_patch,mutated_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_blood_spatter_blood_sample,old_blood_spatter,blood_sample,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_blood_spatter_fiendish_blood,old_blood_spatter,fiendish_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_blood_spatter_fresh_blood,old_blood_spatter,fresh_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_blood_spatter_dried_blood,old_blood_spatter,dried_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_blood_spatter_blackened_blood,old_blood_spatter,blackened_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_blood_spatter_crystal_blood,old_blood_spatter,crystal_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_blood_spatter_rune_blood,old_blood_spatter,rune_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_blood_spatter_necrotic_blood,old_blood_spatter,necrotic_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_blood_spatter_fog_tainted_blood,old_blood_spatter,fog_tainted_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_blood_spatter_refined_candidate_blood,old_blood_spatter,refined_candidate_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_blood_spatter_mutated_blood,old_blood_spatter,mutated_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_blood_spatter_dragon_blood,old_blood_spatter,dragon_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_bone,old_broken_bone,bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_bone_dust,old_broken_bone,bone_dust,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_rib_bone,old_broken_bone,rib_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_spine_bone,old_broken_bone,spine_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_necrotic_bone,old_broken_bone,necrotic_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_rune_etched_bone,old_broken_bone,rune_etched_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_fresh_bone_piece,old_broken_bone,fresh_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_dried_bone_piece,old_broken_bone,dried_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_blackened_bone_piece,old_broken_bone,blackened_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_crystal_bone_piece,old_broken_bone,crystal_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_rune_bone_piece,old_broken_bone,rune_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_necrotic_bone_piece,old_broken_bone,necrotic_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_fog_tainted_bone_piece,old_broken_bone,fog_tainted_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_refined_candidate_bone_piece,old_broken_bone,refined_candidate_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_mutated_bone_piece,old_broken_bone,mutated_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_sanctified_bone,old_broken_bone,sanctified_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_giant_bone,old_broken_bone,giant_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_scale_shed_scale,old_scale_shed,scale,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_scale_shed_dragon_scale,old_scale_shed,dragon_scale,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_scale_shed_fresh_scale_piece,old_scale_shed,fresh_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_scale_shed_dried_scale_piece,old_scale_shed,dried_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_scale_shed_blackened_scale_piece,old_scale_shed,blackened_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
