link_id,major_type_en,subtype_id,trace_id,weight,required,notes
stl_aberration_006_black_ichor,Aberration,aberration_006,black_ichor,55,false,Aberration 대분류 기본 흔적
stl_aberration_006_floating_dust_ring,Aberration,aberration_006,floating_dust_ring,45,false,Aberration 대분류 기본 흔적
stl_aberration_006_footprints_deep,Aberration,aberration_006,footprints_deep,25,false,범용 보정 후보
stl_aberration_006_dried_blood,Aberration,aberration_006,dried_blood,25,false,범용 보정 후보
stl_aberration_006_territory_scratches,Aberration,aberration_006,territory_scratches,25,false,범용 보정 후보
stl_aberration_007_warped_footprints,Aberration,aberration_007,warped_footprints,65,true,Aberration 대분류 기본 흔적
stl_aberration_007_psychic_nosebleed,Aberration,aberration_007,psychic_nosebleed,60,false,Aberration 대분류 기본 흔적
stl_aberration_007_black_ichor,Aberration,aberration_007,black_ichor,55,false,Aberration 대분류 기본 흔적
stl_aberration_007_floating_dust_ring,Aberration,aberration_007,floating_dust_ring,45,false,Aberration 대분류 기본 흔적
stl_aberration_007_footprints_deep,Aberration,aberration_007,footprints_deep,25,false,범용 보정 후보
stl_aberration_007_dried_blood,Aberration,aberration_007,dried_blood,25,false,범용 보정 후보
stl_aberration_007_territory_scratches,Aberration,aberration_007,territory_scratches,25,false,범용 보정 후보
stl_aberration_008_warped_footprints,Aberration,aberration_008,warped_footprints,65,true,Aberration 대분류 기본 흔적
stl_aberration_008_psychic_nosebleed,Aberration,aberration_008,psychic_nosebleed,60,false,Aberration 대분류 기본 흔적
stl_aberration_008_black_ichor,Aberration,aberration_008,black_ichor,55,false,Aberration 대분류 기본 흔적
stl_aberration_008_floating_dust_ring,Aberration,aberration_008,floating_dust_ring,45,false,Aberration 대분류 기본 흔적
stl_aberration_008_wet_mucus_patch,Aberration,aberration_008,wet_mucus_patch,90,true,수중 분류
stl_aberration_008_slime_trail,Aberration,aberration_008,slime_trail,83,false,수중 분류
stl_aberration_008_drag_marks,Aberration,aberration_008,drag_marks,76,false,수중 분류
stl_aberration_008_burrow_mound,Aberration,aberration_008,burrow_mound,90,true,굴파기/지하 분류
stl_aberration_008_footprints_deep,Aberration,aberration_008,footprints_deep,25,false,범용 보정 후보
stl_aberration_008_dried_blood,Aberration,aberration_008,dried_blood,25,false,범용 보정 후보
stl_aberration_008_territory_scratches,Aberration,aberration_008,territory_scratches,25,false,범용 보정 후보
stl_aberration_009_warped_footprints,Aberration,aberration_009,warped_footprints,65,true,Aberration 대분류 기본 흔적
stl_aberration_009_psychic_nosebleed,Aberration,aberration_009,psychic_nosebleed,60,false,Aberration 대분류 기본 흔적
stl_aberration_009_black_ichor,Aberration,aberration_009,black_ichor,55,false,Aberration 대분류 기본 흔적
stl_aberration_009_floating_dust_ring,Aberration,aberration_009,floating_dust_ring,45,false,Aberration 대분류 기본 흔적
stl_aberration_009_footprints_deep,Aberration,aberration_009,footprints_deep,25,false,범용 보정 후보
stl_aberration_009_dried_blood,Aberration,aberration_009,dried_blood,25,false,범용 보정 후보
stl_aberration_009_territory_scratches,Aberration,aberration_009,territory_scratches,25,false,범용 보정 후보
stl_aberration_010_warped_footprints,Aberration,aberration_010,warped_footprints,65,true,Aberration 대분류 기본 흔적
stl_aberration_010_psychic_nosebleed,Aberration,aberration_010,psychic_nosebleed,60,false,Aberration 대분류 기본 흔적
stl_aberration_010_black_ichor,Aberration,aberration_010,black_ichor,55,false,Aberration 대분류 기본 흔적
stl_aberration_010_floating_dust_ring,Aberration,aberration_010,floating_dust_ring,45,false,Aberration 대분류 기본 흔적
stl_aberration_010_footprints_deep,Aberration,aberration_010,footprints_deep,25,false,범용 보정 후보
stl_aberration_010_dried_blood,Aberration,aberration_010,dried_blood,25,false,범용 보정 후보
stl_aberration_010_territory_scratches,Aberration,aberration_010,territory_scratches,25,false,범용 보정 후보
stl_aberration_011_warped_footprints,Aberration,aberration_011,warped_footprints,65,true,Aberration 대분류 기본 흔적
stl_aberration_011_psychic_nosebleed,Aberration,aberration_011,psychic_nosebleed,60,false,Aberration 대분류 기본 흔적
stl_aberration_011_black_ichor,Aberration,aberration_011,black_ichor,55,false,Aberration 대분류 기본 흔적
stl_aberration_011_floating_dust_ring,Aberration,aberration_011,floating_dust_ring,45,false,Aberration 대분류 기본 흔적
stl_aberration_011_psychic_scratches,Aberration,aberration_011,psychic_scratches,90,true,시선/광선 분류
stl_aberration_011_footprints_deep,Aberration,aberration_011,footprints_deep,25,false,범용 보정 후보
stl_aberration_011_dried_blood,Aberration,aberration_011,dried_blood,25,false,범용 보정 후보
stl_aberration_011_territory_scratches,Aberration,aberration_011,territory_scratches,25,false,범용 보정 후보
stl_aberration_012_warped_footprints,Aberration,aberration_012,warped_footprints,65,true,Aberration 대분류 기본 흔적
stl_aberration_012_psychic_nosebleed,Aberration,aberration_012,psychic_nosebleed,60,false,Aberration 대분류 기본 흔적
stl_aberration_012_black_ichor,Aberration,aberration_012,black_ichor,55,false,Aberration 대분류 기본 흔적
stl_aberration_012_floating_dust_ring,Aberration,aberration_012,floating_dust_ring,45,false,Aberration 대분류 기본 흔적
stl_aberration_012_psychic_scratches,Aberration,aberration_012,psychic_scratches,90,true,시선/광선 분류
stl_aberration_012_footprints_deep,Aberration,aberration_012,footprints_deep,25,false,범용 보정 후보
stl_aberration_012_dried_blood,Aberration,aberration_012,dried_blood,25,false,범용 보정 후보
stl_aberration_012_territory_scratches,Aberration,aberration_012,territory_scratches,25,false,범용 보정 후보
stl_aberration_013_warped_footprints,Aberration,aberration_013,warped_footprints,65,true,Aberration 대분류 기본 흔적
stl_aberration_013_psychic_nosebleed,Aberration,aberration_013,psychic_nosebleed,60,false,Aberration 대분류 기본 흔적
stl_aberration_013_black_ichor,Aberration,aberration_013,black_ichor,55,false,Aberration 대분류 기본 흔적
stl_aberration_013_floating_dust_ring,Aberration,aberration_013,floating_dust_ring,45,false,Aberration 대분류 기본 흔적
stl_aberration_013_footprints_deep,Aberration,aberration_013,footprints_deep,25,false,범용 보정 후보
stl_aberration_013_dried_blood,Aberration,aberration_013,dried_blood,25,false,범용 보정 후보
stl_aberration_013_territory_scratches,Aberration,aberration_013,territory_scratches,25,false,범용 보정 후보
stl_aberration_014_warped_footprints,Aberration,aberration_014,warped_footprints,65,true,Aberration 대분류 기본 흔적
stl_aberration_014_psychic_nosebleed,Aberration,aberration_014,psychic_nosebleed,60,false,Aberration 대분류 기본 흔적
stl_aberration_014_black_ichor,Aberration,aberration_014,black_ichor,55,false,Aberration 대분류 기본 흔적
stl_aberration_014_floating_dust_ring,Aberration,aberration_014,floating_dust_ring,45,false,Aberration 대분류 기본 흔적
stl_aberration_014_psychic_scratches,Aberration,aberration_014,psychic_scratches,76,false,정신/환각 분류
stl_aberration_014_impossible_flower_ring,Aberration,aberration_014,impossible_flower_ring,90,true,요정계 분류
stl_aberration_014_lost_path_marks,Aberration,aberration_014,lost_path_marks,83,false,요정계 분류
stl_aberration_014_pollen_residue,Aberration,aberration_014,pollen_residue,76,false,요정계 분류
stl_aberration_014_footprints_deep,Aberration,aberration_014,footprints_deep,25,false,범용 보정 후보
stl_aberration_014_dried_blood,Aberration,aberration_014,dried_blood,25,false,범용 보정 후보
stl_aberration_014_territory_scratches,Aberration,aberration_014,territory_scratches,25,false,범용 보정 후보
stl_aberration_015_warped_footprints,Aberration,aberration_015,warped_footprints,65,true,Aberration 대분류 기본 흔적
stl_aberration_015_psychic_nosebleed,Aberration,aberration_015,psychic_nosebleed,60,false,Aberration 대분류 기본 흔적
stl_aberration_015_black_ichor,Aberration,aberration_015,black_ichor,55,false,Aberration 대분류 기본 흔적
stl_aberration_015_floating_dust_ring,Aberration,aberration_015,floating_dust_ring,45,false,Aberration 대분류 기본 흔적
stl_aberration_015_footprints_deep,Aberration,aberration_015,footprints_deep,25,false,범용 보정 후보
stl_aberration_015_dried_blood,Aberration,aberration_015,dried_blood,25,false,범용 보정 후보
stl_aberration_015_territory_scratches,Aberration,aberration_015,territory_scratches,25,false,범용 보정 후보
stl_aberration_016_warped_footprints,Aberration,aberration_016,warped_footprints,65,true,Aberration 대분류 기본 흔적
stl_aberration_016_psychic_nosebleed,Aberration,aberration_016,psychic_nosebleed,60,false,Aberration 대분류 기본 흔적
stl_aberration_016_black_ichor,Aberration,aberration_016,black_ichor,55,false,Aberration 대분류 기본 흔적
stl_aberration_016_floating_dust_ring,Aberration,aberration_016,floating_dust_ring,45,false,Aberration 대분류 기본 흔적
stl_aberration_016_psychic_scratches,Aberration,aberration_016,psychic_scratches,76,false,정신/환각 분류
stl_aberration_016_footprints_deep,Aberration,aberration_016,footprints_deep,25,false,범용 보정 후보
stl_aberration_016_dried_blood,Aberration,aberration_016,dried_blood,25,false,범용 보정 후보
stl_aberration_016_territory_scratches,Aberration,aberration_016,territory_scratches,25,false,범용 보정 후보
stl_aberration_017_warped_footprints,Aberration,aberration_017,warped_footprints,65,true,Aberration 대분류 기본 흔적
stl_aberration_017_psychic_nosebleed,Aberration,aberration_017,psychic_nosebleed,60,false,Aberration 대분류 기본 흔적
stl_aberration_017_black_ichor,Aberration,aberration_017,black_ichor,55,false,Aberration 대분류 기본 흔적
stl_aberration_017_floating_dust_ring,Aberration,aberration_017,floating_dust_ring,45,false,Aberration 대분류 기본 흔적
stl_aberration_017_slime_trail,Aberration,aberration_017,slime_trail,90,true,기생/공생 분류
stl_aberration_017_footprints_deep,Aberration,aberration_017,footprints_deep,25,false,범용 보정 후보
stl_aberration_017_dried_blood,Aberration,aberration_017,dried_blood,25,false,범용 보정 후보
stl_aberration_017_territory_scratches,Aberration,aberration_017,territory_scratches,25,false,범용 보정 후보
stl_aberration_018_warped_footprints,Aberration,aberration_018,warped_footprints,65,true,Aberration 대분류 기본 흔적
stl_aberration_018_psychic_nosebleed,Aberration,aberration_018,psychic_nosebleed,60,false,Aberration 대분류 기본 흔적
stl_aberration_018_black_ichor,Aberration,aberration_018,black_ichor,55,false,Aberration 대분류 기본 흔적
stl_aberration_018_floating_dust_ring,Aberration,aberration_018,floating_dust_ring,45,false,Aberration 대분류 기본 흔적
stl_aberration_018_footprints_deep,Aberration,aberration_018,footprints_deep,25,false,범용 보정 후보
stl_aberration_018_dried_blood,Aberration,aberration_018,dried_blood,25,false,범용 보정 후보
stl_aberration_018_territory_scratches,Aberration,aberration_018,territory_scratches,25,false,범용 보정 후보
stl_aberration_019_warped_footprints,Aberration,aberration_019,warped_footprints,65,true,Aberration 대분류 기본 흔적
stl_aberration_019_psychic_nosebleed,Aberration,aberration_019,psychic_nosebleed,60,false,Aberration 대분류 기본 흔적
stl_aberration_019_black_ichor,Aberration,aberration_019,black_ichor,55,false,Aberration 대분류 기본 흔적
stl_aberration_019_floating_dust_ring,Aberration,aberration_019,floating_dust_ring,45,false,Aberration 대분류 기본 흔적
stl_aberration_019_slime_trail,Aberration,aberration_019,slime_trail,90,true,점액/산성 분류
stl_aberration_019_acid_scars,Aberration,aberration_019,acid_scars,83,false,점액/산성 분류
stl_aberration_019_dissolved_gear,Aberration,aberration_019,dissolved_gear,76,false,점액/산성 분류
stl_aberration_019_slime_puddle,Aberration,aberration_019,slime_puddle,69,false,점액/산성 분류
stl_aberration_019_wet_mucus_patch,Aberration,aberration_019,wet_mucus_patch,90,true,수중 분류
stl_aberration_019_drag_marks,Aberration,aberration_019,drag_marks,76,false,수중 분류
stl_aberration_019_footprints_deep,Aberration,aberration_019,footprints_deep,25,false,범용 보정 후보
stl_aberration_019_dried_blood,Aberration,aberration_019,dried_blood,25,false,범용 보정 후보
stl_aberration_019_territory_scratches,Aberration,aberration_019,territory_scratches,25,false,범용 보정 후보
stl_aberration_020_warped_footprints,Aberration,aberration_020,warped_footprints,65,true,Aberration 대분류 기본 흔적
stl_aberration_020_psychic_nosebleed,Aberration,aberration_020,psychic_nosebleed,60,false,Aberration 대분류 기본 흔적
stl_aberration_020_black_ichor,Aberration,aberration_020,black_ichor,55,false,Aberration 대분류 기본 흔적
stl_aberration_020_floating_dust_ring,Aberration,aberration_020,floating_dust_ring,45,false,Aberration 대분류 기본 흔적
stl_aberration_020_footprints_deep,Aberration,aberration_020,footprints_deep,25,false,범용 보정 후보
stl_aberration_020_dried_blood,Aberration,aberration_020,dried_blood,25,false,범용 보정 후보
stl_aberration_020_territory_scratches,Aberration,aberration_020,territory_scratches,25,false,범용 보정 후보
stl_beast_001_animal_tracks,Beast,beast_001,animal_tracks,65,true,Beast 대분류 기본 흔적
stl_beast_001_fur_on_bark,Beast,beast_001,fur_on_bark,60,false,Beast 대분류 기본 흔적
stl_beast_001_gnawed_bones,Beast,beast_001,gnawed_bones,55,false,Beast 대분류 기본 흔적
stl_beast_001_dried_blood,Beast,beast_001,dried_blood,50,false,Beast 대분류 기본 흔적
stl_beast_001_territory_scratches,Beast,beast_001,territory_scratches,45,false,Beast 대분류 기본 흔적
stl_beast_001_poison_stain,Beast,beast_001,poison_stain,90,true,독성/질병 분류
stl_beast_001_black_ichor,Beast,beast_001,black_ichor,76,false,독성/질병 분류
stl_beast_001_footprints_deep,Beast,beast_001,footprints_deep,25,false,범용 보정 후보
stl_beast_002_animal_tracks,Beast,beast_002,animal_tracks,65,true,Beast 대분류 기본 흔적
stl_beast_002_fur_on_bark,Beast,beast_002,fur_on_bark,60,false,Beast 대분류 기본 흔적
stl_beast_002_gnawed_bones,Beast,beast_002,gnawed_bones,55,false,Beast 대분류 기본 흔적
stl_beast_002_dried_blood,Beast,beast_002,dried_blood,50,false,Beast 대분류 기본 흔적
stl_beast_002_territory_scratches,Beast,beast_002,territory_scratches,45,false,Beast 대분류 기본 흔적
stl_beast_002_footprints_deep,Beast,beast_002,footprints_deep,25,false,범용 보정 후보
stl_beast_003_animal_tracks,Beast,beast_003,animal_tracks,65,true,Beast 대분류 기본 흔적
stl_beast_003_fur_on_bark,Beast,beast_003,fur_on_bark,60,false,Beast 대분류 기본 흔적
stl_beast_003_gnawed_bones,Beast,beast_003,gnawed_bones,55,false,Beast 대분류 기본 흔적
stl_beast_003_dried_blood,Beast,beast_003,dried_blood,50,false,Beast 대분류 기본 흔적
stl_beast_003_territory_scratches,Beast,beast_003,territory_scratches,45,false,Beast 대분류 기본 흔적
stl_beast_003_footprints_deep,Beast,beast_003,footprints_deep,25,false,범용 보정 후보
stl_beast_004_animal_tracks,Beast,beast_004,animal_tracks,65,true,Beast 대분류 기본 흔적
stl_beast_004_fur_on_bark,Beast,beast_004,fur_on_bark,60,false,Beast 대분류 기본 흔적
stl_beast_004_gnawed_bones,Beast,beast_004,gnawed_bones,55,false,Beast 대분류 기본 흔적
stl_beast_004_dried_blood,Beast,beast_004,dried_blood,50,false,Beast 대분류 기본 흔적
stl_beast_004_territory_scratches,Beast,beast_004,territory_scratches,45,false,Beast 대분류 기본 흔적
stl_beast_004_footprints_deep,Beast,beast_004,footprints_deep,25,false,범용 보정 후보
stl_beast_005_animal_tracks,Beast,beast_005,animal_tracks,65,true,Beast 대분류 기본 흔적
stl_beast_005_fur_on_bark,Beast,beast_005,fur_on_bark,60,false,Beast 대분류 기본 흔적
stl_beast_005_gnawed_bones,Beast,beast_005,gnawed_bones,55,false,Beast 대분류 기본 흔적
stl_beast_005_dried_blood,Beast,beast_005,dried_blood,50,false,Beast 대분류 기본 흔적
stl_beast_005_territory_scratches,Beast,beast_005,territory_scratches,45,false,Beast 대분류 기본 흔적
stl_beast_005_high_nest,Beast,beast_005,high_nest,90,true,비행 분류
stl_beast_005_broken_branches,Beast,beast_005,broken_branches,76,false,비행 분류
stl_beast_005_footprints_deep,Beast,beast_005,footprints_deep,25,false,범용 보정 후보
stl_beast_006_animal_tracks,Beast,beast_006,animal_tracks,65,true,Beast 대분류 기본 흔적
stl_beast_006_fur_on_bark,Beast,beast_006,fur_on_bark,60,false,Beast 대분류 기본 흔적
stl_beast_006_gnawed_bones,Beast,beast_006,gnawed_bones,55,false,Beast 대분류 기본 흔적
stl_beast_006_dried_blood,Beast,beast_006,dried_blood,50,false,Beast 대분류 기본 흔적
stl_beast_006_territory_scratches,Beast,beast_006,territory_scratches,45,false,Beast 대분류 기본 흔적
stl_beast_006_wet_mucus_patch,Beast,beast_006,wet_mucus_patch,90,true,수중 분류
stl_beast_006_slime_trail,Beast,beast_006,slime_trail,83,false,수중 분류
stl_beast_006_drag_marks,Beast,beast_006,drag_marks,76,false,수중 분류
stl_beast_006_footprints_deep,Beast,beast_006,footprints_deep,25,false,범용 보정 후보
stl_beast_007_animal_tracks,Beast,beast_007,animal_tracks,65,true,Beast 대분류 기본 흔적
stl_beast_007_fur_on_bark,Beast,beast_007,fur_on_bark,60,false,Beast 대분류 기본 흔적
stl_beast_007_gnawed_bones,Beast,beast_007,gnawed_bones,55,false,Beast 대분류 기본 흔적
stl_beast_007_dried_blood,Beast,beast_007,dried_blood,50,false,Beast 대분류 기본 흔적
stl_beast_007_territory_scratches,Beast,beast_007,territory_scratches,45,false,Beast 대분류 기본 흔적
stl_beast_007_poison_stain,Beast,beast_007,poison_stain,90,true,독성/질병 분류
stl_beast_007_black_ichor,Beast,beast_007,black_ichor,76,false,독성/질병 분류
stl_beast_007_wet_mucus_patch,Beast,beast_007,wet_mucus_patch,90,true,수중 분류
stl_beast_007_slime_trail,Beast,beast_007,slime_trail,83,false,수중 분류
stl_beast_007_drag_marks,Beast,beast_007,drag_marks,76,false,수중 분류
stl_beast_007_footprints_deep,Beast,beast_007,footprints_deep,25,false,범용 보정 후보
stl_beast_008_animal_tracks,Beast,beast_008,animal_tracks,65,true,Beast 대분류 기본 흔적
stl_beast_008_fur_on_bark,Beast,beast_008,fur_on_bark,60,false,Beast 대분류 기본 흔적
stl_beast_008_gnawed_bones,Beast,beast_008,gnawed_bones,55,false,Beast 대분류 기본 흔적
stl_beast_008_dried_blood,Beast,beast_008,dried_blood,50,false,Beast 대분류 기본 흔적
stl_beast_008_territory_scratches,Beast,beast_008,territory_scratches,45,false,Beast 대분류 기본 흔적
stl_beast_008_wet_mucus_patch,Beast,beast_008,wet_mucus_patch,90,true,수중 분류
stl_beast_008_slime_trail,Beast,beast_008,slime_trail,83,false,수중 분류
stl_beast_008_drag_marks,Beast,beast_008,drag_marks,76,false,수중 분류
stl_beast_008_footprints_deep,Beast,beast_008,footprints_deep,25,false,범용 보정 후보
stl_beast_009_animal_tracks,Beast,beast_009,animal_tracks,65,true,Beast 대분류 기본 흔적
stl_beast_009_fur_on_bark,Beast,beast_009,fur_on_bark,60,false,Beast 대분류 기본 흔적
stl_beast_009_gnawed_bones,Beast,beast_009,gnawed_bones,55,false,Beast 대분류 기본 흔적
stl_beast_009_dried_blood,Beast,beast_009,dried_blood,50,false,Beast 대분류 기본 흔적
stl_beast_009_territory_scratches,Beast,beast_009,territory_scratches,45,false,Beast 대분류 기본 흔적
stl_beast_009_claw_marks_wall,Beast,beast_009,claw_marks_wall,90,true,절지/곤충 분류
stl_beast_009_claw_marks_tree,Beast,beast_009,claw_marks_tree,83,false,절지/곤충 분류
stl_beast_009_slime_trail,Beast,beast_009,slime_trail,76,false,절지/곤충 분류
stl_beast_009_high_nest,Beast,beast_009,high_nest,69,false,절지/곤충 분류
stl_beast_009_poison_stain,Beast,beast_009,poison_stain,90,true,독성/질병 분류
stl_beast_009_black_ichor,Beast,beast_009,black_ichor,76,false,독성/질병 분류
stl_beast_009_footprints_deep,Beast,beast_009,footprints_deep,25,false,범용 보정 후보
stl_beast_010_animal_tracks,Beast,beast_010,animal_tracks,65,true,Beast 대분류 기본 흔적
stl_beast_010_fur_on_bark,Beast,beast_010,fur_on_bark,60,false,Beast 대분류 기본 흔적
stl_beast_010_gnawed_bones,Beast,beast_010,gnawed_bones,55,false,Beast 대분류 기본 흔적
stl_beast_010_dried_blood,Beast,beast_010,dried_blood,50,false,Beast 대분류 기본 흔적
stl_beast_010_territory_scratches,Beast,beast_010,territory_scratches,45,false,Beast 대분류 기본 흔적
stl_beast_010_claw_marks_wall,Beast,beast_010,claw_marks_wall,90,true,절지/곤충 분류
stl_beast_010_claw_marks_tree,Beast,beast_010,claw_marks_tree,83,false,절지/곤충 분류
stl_beast_010_slime_trail,Beast,beast_010,slime_trail,76,false,절지/곤충 분류
stl_beast_010_high_nest,Beast,beast_010,high_nest,69,false,절지/곤충 분류
stl_beast_010_poison_stain,Beast,beast_010,poison_stain,90,true,독성/질병 분류
stl_beast_010_black_ichor,Beast,beast_010,black_ichor,76,false,독성/질병 분류
stl_beast_010_footprints_deep,Beast,beast_010,footprints_deep,25,false,범용 보정 후보
stl_beast_011_animal_tracks,Beast,beast_011,animal_tracks,65,true,Beast 대분류 기본 흔적
stl_beast_011_fur_on_bark,Beast,beast_011,fur_on_bark,60,false,Beast 대분류 기본 흔적
stl_beast_011_gnawed_bones,Beast,beast_011,gnawed_bones,55,false,Beast 대분류 기본 흔적
stl_beast_011_dried_blood,Beast,beast_011,dried_blood,50,false,Beast 대분류 기본 흔적
stl_beast_011_territory_scratches,Beast,beast_011,territory_scratches,45,false,Beast 대분류 기본 흔적
stl_beast_011_footprints_deep,Beast,beast_011,footprints_deep,25,false,범용 보정 후보
stl_beast_012_animal_tracks,Beast,beast_012,animal_tracks,65,true,Beast 대분류 기본 흔적
stl_beast_012_fur_on_bark,Beast,beast_012,fur_on_bark,60,false,Beast 대분류 기본 흔적
stl_beast_012_gnawed_bones,Beast,beast_012,gnawed_bones,55,false,Beast 대분류 기본 흔적
stl_beast_012_dried_blood,Beast,beast_012,dried_blood,50,false,Beast 대분류 기본 흔적
stl_beast_012_territory_scratches,Beast,beast_012,territory_scratches,45,false,Beast 대분류 기본 흔적
stl_beast_012_poison_stain,Beast,beast_012,poison_stain,90,true,독성/질병 분류
stl_beast_012_black_ichor,Beast,beast_012,black_ichor,76,false,독성/질병 분류
stl_beast_012_wet_mucus_patch,Beast,beast_012,wet_mucus_patch,90,true,수중 분류
stl_beast_012_slime_trail,Beast,beast_012,slime_trail,83,false,수중 분류
stl_beast_012_drag_marks,Beast,beast_012,drag_marks,76,false,수중 분류
stl_beast_012_footprints_deep,Beast,beast_012,footprints_deep,25,false,범용 보정 후보
stl_beast_013_animal_tracks,Beast,beast_013,animal_tracks,65,true,Beast 대분류 기본 흔적
stl_beast_013_fur_on_bark,Beast,beast_013,fur_on_bark,60,false,Beast 대분류 기본 흔적
stl_beast_013_gnawed_bones,Beast,beast_013,gnawed_bones,55,false,Beast 대분류 기본 흔적
stl_beast_013_dried_blood,Beast,beast_013,dried_blood,50,false,Beast 대분류 기본 흔적
stl_beast_013_territory_scratches,Beast,beast_013,territory_scratches,45,false,Beast 대분류 기본 흔적
stl_beast_013_poison_stain,Beast,beast_013,poison_stain,90,true,독성/질병 분류
stl_beast_013_black_ichor,Beast,beast_013,black_ichor,76,false,독성/질병 분류
stl_beast_013_slime_trail,Beast,beast_013,slime_trail,90,true,기생/공생 분류
stl_beast_013_wet_mucus_patch,Beast,beast_013,wet_mucus_patch,90,true,수중 분류
stl_beast_013_drag_marks,Beast,beast_013,drag_marks,76,false,수중 분류
stl_beast_013_footprints_deep,Beast,beast_013,footprints_deep,25,false,범용 보정 후보
stl_beast_014_animal_tracks,Beast,beast_014,animal_tracks,65,true,Beast 대분류 기본 흔적
stl_beast_014_fur_on_bark,Beast,beast_014,fur_on_bark,60,false,Beast 대분류 기본 흔적
