주사위,테마,몬스터 예시,환경 설명,앙그라
14,저주의 테마,저주 인형|불길한 망령|저주받은 기사|검은 부적 괴물,"불운과 약화, 불길한 징조가 전장을 지배하는 조우다. 적의 공격은 단순한 피해보다 몸과 마음에 낙인을 남기며, 사소한 행동도 나쁜 결과로 이어질 수 있다. 전투가 끝난 뒤에도 후유증이 남을 수 있는 테마다."
15,변이·돌연변이의 테마,잔향 변이체|팔 많은 괴물|비늘 인간|뒤틀린 마수,"잔향 침식으로 생물의 형태와 기능이 무너진 조우다. 적들은 기존 생물의 규칙에서 벗어난 신체 구조와 능력을 보이며, 약점과 행동 패턴을 쉽게 예측할 수 없다. 이 테마는 ‘저주인가, 진보인가’라는 불편한 질문을 남긴다."
16,고대·유물의 테마,고대 수호자|유물 골렘|봉인 파수꾼|토템 수호체,"오래된 문명의 장치와 수호자가 깨어나는 조우다. 적들은 감정이나 본능이 아니라 오래전 설정된 규칙에 따라 움직인다. 전투는 힘싸움만이 아니라, 고대의 명령 구조와 장치 작동 방식을 파악하는 과정이 된다."
17,융합·혼종의 테마,융합 마수|반식물 반짐승|흑마석 키메라|던전 혼종체,"서로 다른 오염과 생명 양식이 뒤섞인 조우다. 생물과 지형, 던전과 잔향, 마수와 흑마석의 경계가 무너진다. 적들은 여러 테마의 능력을 동시에 보일 수 있으며, 전장은 자연스러운 공간이라기보다 실패한 조합물처럼 느껴진다."
18,폭풍·바람의 테마,폭풍 와이번|칼바람 정령|비명 매|안개 활공자,"강풍과 압력, 날카로운 바람이 전투를 흔드는 조우다. 투사체는 빗나가기 쉽고, 움직임은 바람에 밀려 불안정해진다. 적들은 공중이나 고속 이동을 활용하며, 위치를 지키는 것 자체가 어려운 전투가 된다."
19,결정체·흑마석의 테마,흑마석 골렘|결정 갑각수|마나석 기생체|핵 수호자,"검은 결정과 마나 공명이 중심이 되는 조우다. 흑마석은 아름답지만 불길하게 맥동하고, 주변의 마나 흐름을 왜곡한다. 적들은 단단한 외피나 공명 능력을 지니며, 결정 지형 자체가 증폭기나 폭발물처럼 작동할 수 있다."
20,위그드라실 빛의 테마,빛 저항 변종|성역 침식자|오염된 수호수|빛먹는 마수,"세계수의 빛과 오염이 맞부딪히는 조우다. 전장에는 희미한 빛이 남아 있지만, 그 빛조차 완전히 안전하지 않다. 적들은 빛에 저항하거나 빛을 왜곡하며, 희망과 절망이 동시에 존재하는 대비가 강하게 드러난다."
21,대지·암석의 테마,암석 거인|돌갑옷 멧돼지|균열 벌레|토석 골렘,"단단한 지반과 균열, 무너지는 암석이 중심인 조우다. 적들은 둔중하지만 밀어붙이는 힘이 강하고, 지형 붕괴를 유도할 수 있다. 전투는 빠른 움직임보다 버티기, 밀리지 않기, 무너질 곳을 피하는 판단이 중요하다."
22,물·심연의 테마,심연 포식어|익사 망령|수중 슬라임|검은 물 정령,"깊은 물과 보이지 않는 수면 아래가 불안을 만드는 조우다. 적들은 물속에서 접근하거나, 대상을 끌어내려 시야와 호흡을 빼앗는다. 전투의 핵심은 적이 보이지 않는 동안에도 위협이 계속 다가오고 있다는 감각이다."
23,산성·부식의 테마,산성 점액괴물|부식 벌레|녹슨 갑각수|산액 투척자,"산성 물질과 부식이 장비와 지형을 갉아먹는 조우다. 방어구와 무기, 바닥과 벽까지 서서히 손상되며, 시간이 지날수록 안전한 공간이 줄어든다. 적들은 직접적인 힘보다 접근 금지 구역을 만들어 전투를 통제한다."
24,모래·사막의 테마,모래 잠복충|사막 망령|유적 도굴꾼|모래 골렘,"건조함과 시야 차단, 발밑의 불안정함이 중심인 조우다. 적들은 모래 속에 숨거나, 바람을 이용해 흔적을 지운다. 전투는 넓고 비어 있는 공간에서 벌어지지만, 실제로는 어디에도 확실한 안전지대가 없다."
25,진흙·수렁의 테마,수렁 괴물|진흙 슬라임|늪지 사냥꾼|오염 수초,"발이 빠지고 몸이 무거워지는 조우다. 이동이 느려지고, 넘어지거나 끌려 들어가는 위험이 커진다. 적들은 이런 지연을 이용해 포위하거나 포획하며, 빠르게 끝내지 못하면 전투가 점점 불리해진다."
26,동굴·지하의 테마,동굴 박쥐떼|지하 벌레|눈먼 괴물|광부 망령,"좁은 통로와 울림, 어둠이 압박하는 조우다. 소리는 멀리 퍼지지만 방향을 알기 어렵고, 벽 너머의 움직임이 불안감을 만든다. 적들은 어둠과 좁은 공간에 적응해 있으며, 도망칠 길이 제한된다는 점이 긴장을 높인다."
27,고지·절벽의 테마,절벽 하피|바위 독수리|낙하 유도자|절벽 트롤,"높이와 추락 위험이 전투의 핵심이 되는 조우다. 적들은 밀치기, 비행, 원거리 공격을 활용해 위치의 우위를 만든다. 한 번의 실수로 전투불능에 가까운 피해를 입을 수 있어, 발판과 거리 계산이 중요하다."
28,도시·골목의 테마,가면 암살자|밀수꾼 검객|지붕 추적자|골목 변이체,"복잡한 구조물과 시야 차단, 민간인의 존재가 전투를 어렵게 만드는 조우다. 적은 골목과 지붕, 창문을 활용하고, 전투는 추격전이나 매복전으로 흐르기 쉽다. 단순 화력보다 주변 피해를 줄이는 판단이 중요하다."
29,하수도·수로의 테마,오염 쥐떼|수로 슬라임|하수도 악어|은신 교단원,"축축하고 좁으며 오염된 공간을 활용하는 조우다. 악취와 오물, 낮은 천장과 미끄러운 바닥이 전투를 방해한다. 적들은 수로 아래나 어두운 배수구에서 기습하며, 도주 경로도 복잡하다."
30,묘지·납골당의 테마,해골 병사|납골 망령|무덤 파수꾼|시체까마귀,"죽음과 매장이 중심이 되는 조우다. 무덤, 뼈, 이름 없는 시체가 전장의 분위기를 만든다. 적들은 죽은 자의 잔재에서 일어나며, 전투는 단순한 생존을 넘어 망자의 안식과도 연결될 수 있다."
31,전장·시체밭의 테마,전쟁 망령|되살아난 병사|무기 잔영|시체 수집자,"오래된 폭력과 전쟁의 흔적이 되살아나는 조우다. 부서진 무기, 깃발, 갑옷, 시체가 전장을 채우며, 과거의 전투가 현재를 반복하는 듯한 분위기를 만든다. 적들은 생전의 명령이나 원한에 묶여 움직인다."
32,기계·장치의 테마,자동 인형|기계 골렘|톱니 수호자|함정 조작체,"움직이는 장치와 자동 방어 체계가 중심인 조우다. 전장 자체가 톱니와 레일, 압력판, 회전 장치처럼 작동한다. 적들은 감정 없는 규칙성과 반복 패턴을 보이며, 그 구조를 파악하면 전투를 유리하게 풀 수 있다."
33,거울·반사의 테마,거울 분신|반사 망령|거울 속 괴물|허상 암살자,"반사와 허상이 현실을 어지럽히는 조우다. 적의 위치가 거울 속과 현실에서 다르게 보이고, 공격해야 할 대상이 여러 개로 늘어난다. 전투는 시각 정보의 신뢰성을 의심하게 만드는 방향으로 전개된다."
34,침묵의 테마,침묵 망령|무성 암살자|소리먹는 괴물|입 없는 사제,"소리가 사라지거나 흡수되는 조우다. 명령, 주문, 발소리, 비명조차 제대로 전달되지 않아 협동이 어려워진다. 적들은 이 침묵에 익숙하며, 의사소통이 끊긴 파티를 하나씩 고립시키려 한다."
35,소리·비명의 테마,음파 괴물|종소리 망령|비명 밴시|공명 벌레,"소리가 물리적인 힘과 공포로 작용하는 조우다. 종소리, 비명, 울림, 공명이 전장을 흔들고 방향 감각을 무너뜨린다. 적들은 소리를 공격 수단이나 위치 교란 수단으로 사용하며, 침묵과 차단이 중요한 대응책이 된다."
36,꿈·악몽의 테마,꿈 포식자|악몽 사슴|잠든 망령|기억 도둑,"꿈과 현실이 겹쳐지는 조우다. 전장에는 참가자의 기억과 공포가 투영되고, 적은 악몽의 형상을 빌려 나타난다. 물리적 피해와 정신적 압박이 함께 작용하며, 쓰러뜨린 적이 정말 사라졌는지도 확신하기 어렵다."
37,달·별빛의 테마,달빛 망령|별빛 포식자|은야의 추적자|월광 짐승,"달빛과 별빛이 전장을 차갑고 신비로운 광휘로 덮는 조우다. 어둠이 완전히 사라지지는 않지만, 은은한 빛이 그림자와 윤곽을 비정상적으로 또렷하게 드러낸다. 적들은 달빛 아래에서 강화되거나 별빛을 길잡이 삼아 움직이며, 전투는 고요함과 불길한 아름다움이 뒤섞인 분위기 속에서 전개된다."
38,벌레·군집의 테마,거대 딱정벌레|잔향 벌떼|기생충 무리|껍질 괴물,"수많은 작은 생명체와 갑각, 기생이 중심인 조우다. 적은 한두 마리보다 군집으로 압박하며, 시체나 장비 안으로 파고들 수 있다. 수적 우위와 혐오감, 몸 안쪽을 위협받는 감각이 강하게 작용한다."
39,용암·화산의 테마,용암 골렘|화산 도마뱀|잿불 정령|마그마 벌레,"극단적인 고열과 붕괴하는 암반이 중심인 조우다. 바닥은 안전하지 않고, 뜨거운 균열과 분출물이 계속 전장을 바꾼다. 적들은 열과 불안정한 지형에 적응해 있으며, 오래 머무를수록 피해가 누적된다."
40,성역 오염의 테마,오염된 수호자|빛바랜 기사|타락 성물|검은 성가대,"원래 신성하거나 안전했어야 할 장소가 침식된 조우다. 빛과 어둠이 어색하게 뒤섞이고, 정화의 상징이 오히려 공포의 매개로 변해 있다. 적들은 타락한 수호자나 성물의 형태로 나타나며, 전투에는 모독과 회복의 감각이 함께 담긴다."
41,시간 왜곡의 테마,시간 잔영|낡은 미래병|반복 망령|시간 균열체,"시간이 정상적으로 흐르지 않는 조우다. 같은 장면이 반복되거나, 이미 일어난 상처가 나중에 생기고, 과거의 잔상이 전투에 끼어든다. 적들은 시간의 어긋남을 이용하며, 전투는 원인과 결과의 순서를 의심하게 만든다."
42,중력 왜곡의 테마,부유 수호자|중력 괴물|낙하 유도체|천장 거미,"중력의 방향과 강도가 뒤틀리는 조우다. 바닥이 벽이 되고, 천장이 길이 되며, 무거운 물체가 떠오르거나 갑자기 추락한다. 적들은 이 비정상적인 환경에 적응해 있으며, 위치 선정과 낙하 위험이 전투의 핵심이 된다."
43,유리·수정의 테마,수정 맹수|유리 망령|굴절 사냥꾼|파편 골렘,"투명한 표면과 날카로운 파편, 빛의 굴절이 중심인 조우다. 적은 보이는 것보다 가까이 있거나 멀리 있을 수 있고, 깨진 지형이 곧 무기가 된다. 전투는 아름답지만 위험한 광택 속에서 벌어진다."
44,금속·강철의 테마,강철 골렘|녹슨 기사|자력 벌레|철갑 마수,"금속성과 장갑, 자력과 녹이 중심인 조우다. 적은 높은 방어력이나 기계적인 움직임을 보이며, 금속 장비가 전투 변수로 작용할 수 있다. 전장은 단단하고 차갑지만, 녹과 마찰음이 불길한 생동감을 만든다."
45,뼈·해골의 테마,뼈 골렘|해골 무리|갈비뼈 괴물|뼈 수집자,"뼈가 단순한 잔해가 아니라 재료처럼 재조립되는 조우다. 쓰러진 적의 뼈가 다른 형태로 합쳐지거나, 전장의 뼈무더기가 새로운 적으로 일어설 수 있다. 죽은 것들이 형태를 바꾸며 다시 움직이는 공포가 핵심이다."
46,거미줄·포획의 테마,거대 거미|실 뽑는 변이체|포획 사냥꾼|거미 인간,"구속과 포획, 천장 기습이 중심인 조우다. 전장 곳곳에 끈끈한 실이 걸려 있고, 이동할수록 더 얽힐 수 있다. 적들은 즉시 죽이기보다 붙잡고 끌고 가려 하며, 구조와 탈출이 전투의 일부가 된다."
47,굶주림의 테마,굶주린 포식귀|생명 흡수자|야윈 마수|시체 뜯는 늑대,"결핍과 포식 본능이 중심인 조우다. 적들은 배고픔을 채우기 위해 움직이며, 살아 있는 대상을 먹이나 열량으로 본다. 주변 환경도 메마르고 황폐해, 전투 자체가 생존 경쟁처럼 느껴진다."
48,인형·꼭두각시의 테마,꼭두각시 병사|자동 인형|줄에 매인 시체|인형술사,"조종과 가짜 생명, 희생이 중심인 조우다. 적들은 살아 있는 것처럼 움직이지만 의지가 없거나, 누군가의 조종을 받고 있다. 전투의 핵심은 앞에 있는 적을 부수는 것뿐 아니라, 진짜 조종자를 찾아내는 데 있다."
49,가면·정체 은폐의 테마,가면 침투자|변장 암살자|웃는 가면 신도|얼굴 없는 첩자,"정체를 숨긴 적과 마주하는 조우다. 전투가 시작되기 전까지 누가 적인지 알 수 없고, 싸움이 끝난 뒤에도 진짜 배후가 남을 수 있다. 가면과 변장, 거짓 신분이 신뢰를 흔든다."
50,제단·의식의 테마,의식 집행자|소환 잔향체|제단 수호자|흑마석 광신도,"전투와 의식 중단이 동시에 요구되는 조우다. 적들은 시간을 벌거나 제물을 지키고, 전장은 의식의 진행에 따라 점점 위험해진다. 단순히 적을 모두 쓰러뜨리는 것보다, 무엇을 먼저 끊어야 하는지가 중요하다."
51,룬·각인의 테마,룬 강화병|각인 침식자|룬 수호체|잔향 문양괴물,"잔향의 룬이 전투 규칙을 바꾸는 조우다. 특정 위치, 시간, 피, 소리, 빛에 반응해 룬이 발현되며 적을 강화하거나 공간을 변화시킨다. 룬은 배경이 아니라 전투의 조건이 된다."
52,준던전화의 테마,준던전화 괴물|방황하는 벽|공간 침식자|가짜 가디언,"아직 완전한 던전은 아니지만 공간이 던전화로 굳어가는 조우다. 방과 통로가 반복되거나, 벽이 호흡하듯 움직이고, 내부가 외부와 맞지 않는다. 전투는 적뿐 아니라 완성되어 가는 장소 자체와의 싸움이 된다."
53,감염·역병의 테마,감염 매개체|역병 시체|열병 쥐떼|오염 의사,"질병과 잔향 침식이 겹친 조우다. 적을 처치하는 것만으로는 문제가 끝나지 않고, 감염 확산과 격리 실패가 더 큰 위협이 된다. 전투는 신속한 판단과 피해 통제, 접촉 관리가 중요하다."
54,안개 추적자의 테마,안개 사냥꾼|은신 마수|냄새 추적자|흐릿한 궁수,"안개 속에서 보이지 않는 존재에게 추적당하는 조우다. 적은 정면으로 모습을 드러내지 않고, 흔적과 압박만 남기며 거리를 좁힌다. 파티는 싸움을 시작하기 전부터 이미 사냥감이 되어 있을 수 있다."
55,사냥꾼·추적자의 테마,정예 추적자|현상금 사냥꾼|지능형 마수|의회 집행자,"파티가 추적하는 쪽이 아니라 추적당하는 쪽이 되는 조우다. 적은 함정, 흔적 조작, 고립 유도, 역습을 사용한다. 전투는 누가 먼저 상대의 위치와 의도를 읽는지에 따라 크게 달라진다."
56,수호자·문지기의 테마,봉인 문지기|하위 가디언|문장 수호체|고대 파수꾼,"문이나 봉인, 핵심 구역을 지키는 존재와의 조우다. 적은 도망치거나 사냥하지 않고, 특정 위치를 지키는 명확한 목적을 가진다. 돌파, 해제 조건, 우회로 탐색이 전투의 일부가 된다."
57,도플갱어·모방의 테마,도플갱어|모방 슬라임|가짜 동료|목소리 도둑,"아군의 모습과 목소리, 행동을 따라 하는 조우다. 적은 혼란과 불신을 일으키며, 잘못된 판단을 유도한다. 전투는 적을 공격하는 것보다 진짜와 가짜를 식별하는 과정에서 긴장감이 생긴다."
58,사슬·구속의 테마,사슬 간수|구속 망령|쇠사슬 괴물|감옥 수호자,"구속과 포박, 인질과 감금이 중심인 조우다. 적은 이동을 제한하고, 전장을 작은 구역으로 나누며, 붙잡힌 대상을 방패나 제물처럼 사용한다. 빠른 처치보다 탈출과 구조 판단이 중요하다."
59,잔향 폭주의 테마,폭주 침식자|불안정 핵 파편체|잔향 괴수|검은 광기 변이체,"잔향 농도가 비정상적으로 치솟아 전장 전체가 살아 있는 오염원처럼 변하는 조우다. 감각은 과잉되고, 감정은 쉽게 폭발하며, 적과 지형 모두 예측하기 어렵다. 전투는 짧고 격렬하지만, 끝난 뒤에도 후유증이 남을 수 있다."
60,앙그라의 경계 테마,빛 저항 마수|안개 적응자|변이 수호자|흑안개 기사,"앙그라의 안개가 문명권의 빛과 맞닿는 조우다. 경계 너머에는 짙은 안개와 침식이 밀려오고, 이쪽에는 희미한 빛과 방어선이 남아 있다. 적들은 안개에 적응했거나 경계의 틈을 이용해 침투하며, 전투는 안전지대와 위험지대의 선이 무너지는 순간을 중심으로 전개된다.",true
61,재와 먼지의 테마,재투성이 망령|먼지 포식자|잿빛 추적자|숨 막히는 폐허괴물,"불길이 지나간 뒤 남은 재와 먼지가 전장을 뒤덮는 조우다. 시야는 흐려지고, 숨을 들이쉴 때마다 목이 막히며, 발자국과 흔적도 금세 묻힌다. 적들은 희미한 윤곽만 남긴 채 재 속을 이동하거나, 먼지를 일으켜 위치를 감춘다."
62,태양·더위의 테마,태양 그을음 망령|열기 사냥꾼|작열 정령|햇빛 포식자,"강렬한 태양과 메마른 열기가 전장을 지배하는 조우다. 빛은 눈을 찌르고, 공기는 흔들리며, 지면과 금속은 점점 달아올라 움직임과 판단을 방해한다. 적들은 작열하는 밝음 속에서 모습을 드러내거나 열기를 무기처럼 활용하며, 전투가 길어질수록 탈진과 갈증의 압박이 강해진다."
63,눈·비의 테마,눈보라 망령|비에 젖은 추적자|백우 포식자|빗속의 그림자,"눈과 비가 번갈아 쏟아지며 시야와 체온, 발밑의 안정성을 무너뜨리는 조우다. 눈보라는 방향 감각을 지우고, 비는 장비와 지형을 젖게 만들어 움직임을 방해한다. 적들은 흐려진 시야와 젖은 지형을 이용해 접근하거나 사라지며, 전투는 서로의 위치를 놓치지 않는 것이 중요해진다."
64,향기·마비 꽃가루의 테마,향기 망령|마비 꽃괴물|수면 포자체|향기 사냥꾼,"냄새와 꽃가루가 전투의 흐름을 지배하는 조우다. 달콤하거나 역겨운 향이 판단력을 흐리고, 꽃가루는 호흡과 시야를 동시에 방해한다. 적들은 직접 공격보다 무력화와 유인을 통해 파티를 위험한 위치로 끌어들인다."
65,기억 상실의 테마,기억 도둑|망각 망령|이름 잃은 기사|기억 포식 벌레,"전투 중 기억과 인식이 조금씩 사라지는 조우다. 방금 공격한 적의 위치, 동료의 이름, 전투 목적 같은 정보가 흔들릴 수 있다. 적들은 육체보다 정체성과 판단을 갉아먹으며, 싸움은 기억을 붙잡는 과정이 된다."
66,이름·진명 저주의 테마,진명 사냥꾼|이름 먹는 그림자|저주 서기관|호명 망령,"이름이 힘이자 약점이 되는 조우다. 적은 대상의 이름을 알아내거나 부름으로써 저주를 걸고, 이름 없는 존재는 공격하기 어렵게 느껴진다. 전투는 정체를 숨기고, 상대의 진짜 이름을 밝혀내는 심리전으로 이어진다."
67,계약·서약의 테마,계약 악령|서약 파기자|피의 공증인|맹세 수호체,"과거의 약속과 계약이 전투 규칙으로 되살아나는 조우다. 적들은 특정 조건을 만족해야 약해지거나, 금지된 행동을 하면 강해진다. 전투는 힘으로 밀어붙이기보다 숨겨진 조항과 맹세의 의미를 파악하는 과정이 된다."
68,재판·심판의 테마,심판관 망령|죄목 기록자|형벌 집행자|비늘 저울 수호자,"전장이 법정처럼 작동하는 조우다. 죄목, 증언, 판결, 형벌이 전투의 형태로 구현되며, 적들은 처벌의 명분을 가지고 움직인다. 파티는 싸우는 동시에 자신들에게 씌워진 죄가 무엇인지 파악해야 할 수 있다."
69,거래·상인의 테마,저주 상인|동전 망령|계산하는 악마|빚 수금자,"전투와 거래가 뒤섞인 조우다. 적들은 목숨, 기억, 장비, 시간 같은 것을 대가로 요구하며, 단순 처치가 최선이 아닐 수 있다. 전장은 시장이나 거래소처럼 보이지만, 모든 물건에는 불길한 조건이 붙어 있다."
70,탐욕·보물의 테마,금화 탐식자|보물상자 괴물|탐욕 망령|황금 갑각수,"보물과 소유욕이 위험을 부르는 조우다. 반짝이는 물건은 미끼일 수 있고, 주운 순간 전장 규칙이 바뀔 수 있다. 적들은 탐욕에 반응해 강해지거나, 보물을 지키는 척하면서 파티의 선택을 시험한다."
71,종교 분열의 테마,이단 심문관|광신 기사|분열 사제|교리 망령,"같은 신앙 안에서 갈라진 해석과 증오가 중심인 조우다. 적들은 스스로를 정의롭다고 믿으며, 전투는 단순한 선악보다 교리와 권위의 충돌로 느껴진다. 성가, 기도문, 파문 선언이 공격처럼 전장을 채운다."
72,순례길의 테마,길 잃은 순례자 망령|순례길 수호자|가짜 안내자|기도문 괴물,"길을 걷는 행위 자체가 시험이 되는 조우다. 이정표와 기도석, 낡은 발자국이 파티를 유도하거나 혼란스럽게 만든다. 적들은 여정을 방해하기보다 잘못된 목적지로 안내하며, 전투는 길의 의미를 되묻게 한다."
73,연회·축제의 테마,가면 무도회 망령|축제 광대|포식 연회자|붉은 악단,"즐거워야 할 의식과 축제가 불길하게 뒤틀린 조우다. 웃음소리와 음악, 춤과 음식이 전장을 채우지만 모두 어딘가 어긋나 있다. 적들은 파티를 손님처럼 맞이하다가, 어느 순간 제물이나 여흥으로 취급한다."
74,극장·무대의 테마,무대 망령|대본 인형|배우 없는 배우|막 뒤의 괴물,"전투가 연극처럼 구성되는 조우다. 조명, 막, 무대 장치, 대사가 전투 조건으로 작동하며, 적들은 정해진 배역에 따라 움직인다. 파티가 강제로 역할을 부여받으면, 대본을 깨는 것이 승리 조건이 될 수 있다."
75,도서관·기록의 테마,기록 수호자|잉크 망령|살아있는 책|검열 서기관,"지식과 기록이 전투의 중심이 되는 조우다. 책장과 문서, 잉크와 봉인이 지형처럼 작동하며, 잘못된 기록은 현실을 왜곡할 수 있다. 적들은 진실을 지키거나 숨기기 위해 움직이며, 파티는 무엇을 읽고 무엇을 태울지 선택해야 한다."
76,지도·미로의 테마,지도 벌레|미로 수호체|방향 감각 포식자|가짜 길잡이,"공간을 이해하는 능력이 흔들리는 조우다. 지도와 실제 길이 맞지 않고, 돌아온 곳이 처음 장소가 아닐 수 있다. 적들은 방향 감각을 무너뜨리며, 전투는 이동과 위치 확인 자체가 핵심 과제가 된다."
77,문·열쇠의 테마,열쇠지기|문틈 괴물|잠금 망령|봉인 자물쇠 수호자,"문과 잠금 장치가 전투의 핵심이 되는 조우다. 적을 쓰러뜨리는 것보다 어떤 문을 열고 어떤 문을 닫아야 하는지가 중요하다. 잘못된 문은 적을 늘리거나 전장을 바꾸며, 열쇠는 물건이 아니라 조건일 수 있다."
78,계단·수직 구조의 테마,계단 망령|층간 추적자|낙하 사냥꾼|나선 수호체,"위아래 이동과 층 구조가 전투를 지배하는 조우다. 계단은 길이면서 동시에 위험 지형이고, 적들은 높낮이 차이를 이용해 압박한다. 도망친다고 내려갔는데 더 깊은 층으로 유도될 수 있다."
79,종탑·시계탑의 테마,종탑 망령|시계 장치 수호자|종소리 밴시|시간 톱니괴물,"높은 탑과 반복되는 종소리가 긴장을 만드는 조우다. 종이 울릴 때마다 전장 효과가 바뀌거나, 특정 적이 강화될 수 있다. 파티는 적과 싸우면서 종소리의 주기와 장치의 의미를 파악해야 한다."
80,감옥·수용소의 테마,감옥 간수|죄수 망령|철창 괴물|탈옥 변이체,"갇힘과 통제가 중심인 조우다. 철창, 족쇄, 감시탑, 잠긴 문이 이동을 제한하고, 적들은 도망칠 길을 차단한다. 전투의 목적은 승리뿐 아니라 탈출, 구조, 봉쇄 해제일 수 있다."
81,실험실·연구소의 테마,실험체 변이괴물|연구원 망령|약품 슬라임|해부대 수호체,"실패한 연구와 금지된 실험이 중심인 조우다. 유리관, 약품, 해부 도구, 기록 장치가 전장을 구성한다. 적들은 누군가의 실험 결과물이거나 아직 실험 중인 존재이며, 환경 장치가 폭주하면 전투가 급격히 악화된다."
